ID,Marital status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age bracktes,Purchased Bike
19741,Single,Female," $80,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,Old,No
17450,Maried,Male," $80,000 ",5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,Middle aged,No
17337,Single,Male," $40,000 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle aged,No
18594,Single,Female," $80,000 ",3,Bachelors,Skilled Manual,Yes,3,More than 10 Miles,North America,40,Middle aged,Yes
15982,Maried,Male," $1,10,000 ",5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,Middle aged,No
28625,Single,Male," $40,000 ",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle aged,Yes
11269,Maried,Male," $1,30,000 ",2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41,Middle aged,No
25148,Maried,Male," $60,000 ",2,High School,Professional,No,2,1-2 Miles,North America,48,Middle aged,Yes
13920,Single,Female," $50,000 ",4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,Middle aged,No
23704,Single,Male," $40,000 ",5,High School,Professional,Yes,4,More than 10 Miles,North America,60,Old,Yes
28972,Single,Female," $60,000 ",3,Graduate Degree,Management,Yes,2,More than 10 Miles,North America,66,Old,No
22730,Maried,Male," $70,000 ",5,Bachelors,Management,Yes,2,More than 10 Miles,North America,63,Old,No
29134,Maried,Male," $60,000 ",4,Bachelors,Skilled Manual,No,3,More than 10 Miles,North America,42,Middle aged,No
14332,Single,Female," $30,000 ",0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,Adolescent,No
19117,Single,Female," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle aged,Yes
22864,Maried,Male," $90,000 ",2,Partial College,Professional,No,0,5-10 Miles,North America,49,Middle aged,Yes
11292,Single,Male," $1,50,000 ",1,Partial College,Professional,No,3,0-1 Miles,North America,44,Middle aged,Yes
13466,Maried,Male," $80,000 ",5,Partial College,Professional,Yes,3,1-2 Miles,North America,46,Middle aged,No
23731,Maried,Male," $60,000 ",2,High School,Professional,Yes,2,2-5 Miles,North America,54,Middle aged,Yes
28672,Single,Male," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle aged,Yes
11809,Maried,Male," $60,000 ",2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,38,Middle aged,Yes
19664,Single,Male," $1,00,000 ",3,Bachelors,Management,No,3,1-2 Miles,North America,38,Middle aged,No
12121,Single,Male," $60,000 ",3,High School,Professional,Yes,2,More than 10 Miles,North America,53,Middle aged,Yes
